Brand,Store Name,Address,Latitude,Longitude
CU,CU Prima Sri Gombak,"Jalan Prima SG 1, Prima Seri Gombak, 68100 Batu Caves, Selangor",3.239356,101.6998631
CU,CU Mart IIUM,"International Islamic University Malaysia, 53100, Jln Gombak, 53100 Kuala Lumpur, Selangor",3.2517216,101.7346346
CU,CU 1 Utama Shopping Centre,"1 Utama Shopping Centre, Lot F202 & F203, 1st Floor, Bandar Utama, 47800 Petaling Jaya, Selangor",3.1489857,101.6161328
CU,CU MART Pekan Jitra 2,"Pekan Jitra 2, 06000 Jitra, Kedah",6.258667,100.419584
CU,CU Sentul Point,"AG-19, Ground Floor, 8, Jln Sentul Pasar, Sentul, 51000 Kuala Lumpur, Federal Territory of Kuala Lumpur",3.2019289,101.689355
CU,CU Taman Chi Liung Klang,"94, Lebuh Turi, Taman Palm Grove, 41200 Klang, Selangor",3.0270679,101.4285073
CU,CU mart @ Kuala Selangor,"16 & 18, Jalan Bendahara 1a, Taman Bendahara, 45000 Kuala Selangor, Selangor",3.3218134,101.2670161
CU,CU Rasah Prima,"No. 2-G & 3-G, Pusat Komersial, Jalan Rasah Prima 1, Rasah Prima, 70300 Seremban, Negeri Sembilan",2.688887,101.9343282
CU,CU Mart Sri Petaling,"Jln Radin Bagus 4, Bandar Baru Sri Petaling, 57000 Kuala Lumpur, Federal Territory of Kuala Lumpur",3.0711218,101.6930101
CU,CU Setia City Mall,"LG-131, Lower Ground Floor, Setia City Mall, 7, Persiaran Setia Dagang, Setia Alam, 40170 Shah Alam, Selangor",3.1094685,101.4602178
